gene	oe_lof_upper	interaction
PFKM	0.972	cis_intra
PFKP	1.153	cis_intra
PFN2	0.901	cis_intra
PGA5	1.928	cis
PGAM1	1.676	cis
PGAP1	0.6	cis_inter
PGAP2	0.363	cis_intra
PGAP3	0.833	cis
PGBD1	0.895	cis_intra
PGBD4	1.833	cis
PGD	0.292	cis
PGF	0.797	cis_intra
PGGT1B	0.605	cis_intra
PGK1	0.465	trans-intra
PGLS	1.252	cis_intra
PGLYRP1	1.787	cis
PGLYRP2	1.272	cis_intra
PGLYRP4	1.761	cis
PGM1	1.319	cis_inter_intra
PGM2	0.958	cis_intra
PGM2L1	0.498	cis
PGM3	0.653	cis_intra
PGM5	0.658	cis_inter_intra
PGPEP1	0.954	cis_intra
PGRMC2	0.592	cis
PGS1	1.131	cis_intra
PHACTR1	0.917	cis_inter_intra
PHACTR2	0.689	cis_inter_intra
PHACTR3	0.257	inter_intra
PHACTR4	0.689	cis_intra
PHB	0.469	cis
PHB2	0.655	cis
PHC1	0.243	cis
PHC2	0.387	inter_intra
PHC3	0.097	cis_inter_intra
PHF10	0.644	cis_intra
PHF11	1.278	cis_intra
PHF12	0.135	inter_intra
PHF13	0.249	cis
PHF14	0.395	cis_inter_intra
PHF19	0.222	cis
PHF2	0.177	trans-intra
PHF20	0.261	cis_inter_intra
PHF20L1	0.187	cis
PHF21A	0.08	inter_intra
PHF23	0.167	cis
PHF3	0.286	cis_inter_intra
PHF6	0.166	trans-intra
PHF8	0.263	trans-intra
PHGDH	0.778	cis_intra
PHIP	0.113	cis_intra
PHKA1	0.547	trans-intra
PHKB	0.837	cis_intra
PHKG1	1.25	cis
PHKG2	0.657	cis
PHLDA2	1.731	cis
PHLDA3	1.339	cis
PHLDB1	0.372	trans-intra
PHLDB2	0.591	inter_intra
PHLDB3	1.236	cis_intra
PHLPP1	0.257	cis_inter_intra
PHLPP2	0.524	cis_inter_intra
PHOSPHO2	1.615	cis
PHPT1	1.838	cis
PHRF1	0.384	cis_inter
PHTF1	1.172	cis_intra
PHTF2	0.545	cis_inter_intra
PHYH	1.122	cis
PHYKPL	1.383	cis_inter
PI16	1.313	cis
PI3	1.659	cis
PI4K2B	0.97	cis_intra
PI4KA	0.461	cis_inter_intra
PI4KB	0.345	trans-intra
PIAS1	0.094	cis_intra
PIAS2	0.254	cis_intra
PIAS3	0.301	cis
PIAS4	0.118	cis_intra
PIBF1	0.719	inter_intra
PICALM	0.234	cis_intra
PICK1	0.671	cis
PID1	1.209	cis_inter_intra
PIEZO1	0.581	cis_inter_intra
PIF1	1.325	cis_intra
PIGA	0.296	cis_intra
PIGB	1.063	cis
PIGC	1.056	cis_intra
PIGG	0.988	trans-inter
PIGH	0.867	cis
PIGK	0.774	cis_inter_intra
PIGL	1.506	cis_inter_intra
PIGM	1.254	cis
PIGN	1.025	cis_inter_intra
PIGP	1.368	cis
PIGQ	0.904	cis
PIGS	0.769	cis_intra
PIGT	0.948	cis_inter
PIGU	0.865	trans-intra
PIGV	1.238	cis
PIGW	1.075	cis
PIGX	1.162	cis
PIGZ	1.063	cis
PIK3AP1	0.122	cis_intra
PIK3C2A	0.359	inter_intra
PIK3C2B	0.279	trans-intra
PIK3C3	0.666	cis_inter_intra
PIK3CA	0.117	cis_intra
PIK3CB	0.252	cis_inter_intra
PIK3CD	0.196	cis_inter_intra
PIK3CG	0.595	cis_intra
PIK3IP1	0.842	cis_inter
PIK3R1	0.228	trans-intra
PIK3R2	0.489	trans-intra
PIK3R3	1.004	cis_inter_intra
PIK3R4	0.39	cis_inter_intra
PIK3R5	0.391	cis_intra
PIK3R6	1.461	cis_inter_intra
PIKFYVE	0.389	trans-intra
PILRB	1.368	cis_intra
PIM1	0.42	cis
PIM3	0.244	cis
PIN4	0.727	cis_intra
PINLYP	0.863	cis
PINX1	1.757	cis_inter_intra
PIP4K2A	0.56	cis_inter_intra
PIP4K2B	0.16	cis_intra
PIP4K2C	0.722	cis
PIP5K1B	0.814	cis_inter_intra
PIP5K1C	0.313	cis_inter_intra
PIP5KL1	0.947	cis
PIPOX	1.263	inter_intra
PIR	1.799	cis_intra
PISD	0.578	cis
PITHD1	0.965	cis
PITPNA	0.328	cis_inter
PITPNB	0.287	cis
PITPNC1	0.249	cis_inter_intra
PITPNM2	0.18	cis_inter_intra
PITPNM3	0.206	cis_inter_intra
PITRM1	0.938	cis_inter_intra
PITX1	0.418	cis
PIWIL2	0.605	cis_intra
PIWIL4	0.585	cis_intra
PJA2	0.502	cis_inter_intra
PKD2	0.497	cis_intra
PKD2L1	1.248	cis
PKHD1L1	1.057	cis_intra
PKIA	1.761	cis_intra
PKIB	1.705	cis_intra
PKIG	1.322	cis_inter_intra
PKM	0.383	cis_intra
PKMYT1	0.521	cis_inter
PKN1	0.392	cis
PKN2	0.15	cis_intra
PKN3	0.95	cis
PKNOX1	0.262	cis_intra
PKP1	0.563	trans-intra
PKP2	1.059	cis_intra
PKP4	0.641	cis_intra
PLA1A	1.237	trans-intra
PLA2G12A	1.441	cis
PLA2G15	0.512	cis
PLA2G16	1.86	cis_inter
PLA2G2C	1.218	cis
PLA2G2D	1.786	cis_intra
PLA2G4A	0.587	cis_intra
PLA2G4B	1.324	cis
PLA2G4C	1.006	cis_intra
PLA2G6	0.862	cis_inter_intra
PLA2G7	1.708	cis_intra
PLAA	0.396	cis_intra
PLAC8	1.174	cis
PLAC9	1.692	cis
PLAGL1	0.26	cis_intra
PLAT	0.632	trans-intra
PLAU	0.853	trans-intra
PLAUR	0.84	trans-intra
PLB1	1.226	inter_intra
PLBD1	1.264	trans-intra
PLBD2	1.033	cis
PLCB1	0.296	cis_inter_intra
PLCB2	0.853	cis
PLCB3	0.312	cis
PLCD1	1.103	cis
PLCD3	0.815	cis
PLCD4	0.897	trans-intra
PLCE1	0.461	inter_intra
PLCG1	0.411	trans-inter
PLCG2	0.281	cis_inter_intra
PLCH2	0.956	cis_inter
PLCL1	0.476	cis_inter_intra
PLCL2	0.088	cis_intra
PLCXD1	1.627	cis
PLCXD2	1.453	cis_intra
PLD1	0.876	cis_intra
PLD2	1.065	cis
PLD3	0.772	cis
PLD4	1.303	cis
PLD6	1.758	cis
PLEC	0.392	cis_inter
PLEK	0.778	cis_inter
PLEKHA1	0.728	cis_intra
PLEKHA2	0.388	cis
PLEKHA3	0.697	cis_intra
PLEKHA4	0.822	cis_inter
PLEKHA5	0.098	cis_inter_intra
PLEKHA6	0.422	cis_intra
PLEKHA7	0.531	cis_inter_intra
PLEKHA8	0.955	cis_inter_intra
PLEKHB1	0.993	cis_inter
PLEKHB2	1.463	trans-intra
PLEKHD1	0.742	cis_intra
PLEKHF2	0.453	cis
PLEKHG1	0.412	cis_inter_intra
PLEKHG3	0.651	cis_intra
PLEKHG5	0.565	cis
PLEKHG6	1.001	cis_intra
PLEKHH1	0.537	trans-intra
PLEKHH2	0.938	trans-intra
PLEKHJ1	0.989	cis
PLEKHM1	0.467	cis
PLEKHM2	0.541	cis_intra
PLEKHM3	0.566	trans-intra
PLEKHN1	1.124	cis
PLEKHO1	0.481	cis_inter
PLEKHO2	0.622	cis
PLGRKT	1.874	cis
PLIN1	1.26	cis
PLIN2	1.308	cis_intra
PLIN3	1.169	cis
PLIN4	1.597	cis
PLIN5	1.656	cis_intra
PLK1	0.31	cis
PLK3	0.713	cis
PLK4	0.569	trans-inter
PLLP	1.271	cis
PLOD1	0.938	cis_intra
PLOD2	0.638	trans-intra
PLP1	0.355	trans-intra
PLP2	1.553	cis
PLRG1	0.231	trans-intra
PLS1	0.667	cis
PLSCR1	0.73	cis
PLSCR2	1.217	trans-intra
PLTP	1.04	cis_inter
PLXDC1	0.905	cis_inter
PLXDC2	0.453	cis_inter_intra
PLXNA1	0.262	cis
PLXNA2	0.435	cis_inter_intra
PLXNA3	0.384	cis_intra
PLXNA4	0.229	cis_inter_intra
PLXNB1	0.385	cis
PLXNB2	0.285	cis
PLXNC1	0.273	trans-intra
PLXND1	0.157	cis_intra
PM20D1	1.397	cis
PM20D2	0.992	cis_intra
PMAIP1	1.848	cis
PMEPA1	0.343	trans-intra
PMF1	1.439	cis_intra
PMFBP1	1.105	cis_intra
PML	0.433	cis_inter_intra
PMM1	1.171	cis
PMM2	1.879	cis_intra
PMP22	0.386	cis_intra
PMPCB	0.899	cis
PMS1	1.015	cis_inter_intra
PMS2	1.266	cis
PMVK	1.395	cis
PNISR	0.178	trans-intra
PNKD	1.138	cis_intra
PNKP	1.21	cis
PNLDC1	0.984	cis_intra
PNLIP	0.989	cis
PNLIPRP1	1.233	cis_intra
PNLIPRP2	1.183	trans-intra
PNMA1	0.836	cis
PNMA3	NA	cis
PNMA5	NA	cis
PNMAL1	0.92	cis
PNMAL2	NA	cis_intra
PNMT	1.08	cis
PNN	0.44	cis
PNP	1.152	cis
PNPLA1	0.748	cis_inter
PNPLA2	0.741	cis
PNPLA4	1.271	cis_intra
PNPLA6	0.641	cis
PNPLA7	1.078	cis_inter
PNPLA8	0.505	cis
PNPO	1.436	cis
PNPT1	0.475	cis_intra
PNRC1	0.389	cis
POC1A	0.931	cis_inter
POC1B	0.933	cis_intra
POC5	0.915	cis
PODN	1.019	cis
PODXL	0.687	trans-intra
PODXL2	0.141	cis_intra
POFUT2	0.735	cis_inter
POGLUT1	0.893	cis
POGZ	0.119	cis
POLA1	0.051	inter_intra
POLA2	0.65	cis
POLB	0.807	cis
POLD1	0.527	trans-intra
POLD2	0.692	cis
POLD3	0.236	cis_inter_intra
POLDIP2	0.464	cis
POLDIP3	0.523	cis
POLE	0.64	trans-inter
POLE2	0.764	trans-inter
POLE4	1.68	cis
POLG2	1.059	cis_intra
POLH	0.836	cis_intra
POLI	0.93	cis_inter
POLK	0.866	trans-intra
POLM	1.104	cis
POLN	1.423	cis_inter_intra
POLQ	1.215	trans-intra
POLR1A	0.256	cis_intra
POLR1B	0.246	cis
POLR1C	1.401	trans-intra
POLR1D	1.013	cis_intra
POLR1E	0.917	cis
POLR2A	0.159	cis_intra
POLR2B	0.344	cis
POLR2C	0.745	cis
POLR2E	1.487	cis
POLR2F	0.876	trans-inter
POLR2I	0.709	cis
POLR2J	1.365	cis
POLR2L	1.946	cis
POLR2M	0.729	cis_intra
POLR3B	0.868	cis_intra
POLR3E	0.453	trans-intra
POLR3G	1.73	cis_intra
POLR3K	1.228	cis
POLRMT	0.943	cis
POM121	0.527	cis_inter
POM121C	1.046	cis
POMGNT1	1.042	cis
POMP	0.387	cis_inter
POMT1	0.934	cis_intra
POMT2	0.795	cis_intra
POMZP3	1.348	cis
PON1	1.29	cis
PON2	1.027	cis_intra
POP1	0.758	trans-intra
POP4	1.209	cis
POP5	1.602	cis
POPDC2	1.076	cis
POR	0.842	cis_intra
PORCN	0.135	cis
POT1	0.362	trans-intra
POU2AF1	0.568	cis_inter_intra
POU2F1	0.343	cis_inter_intra
POU2F2	0.197	inter_intra
POU5F1	0.341	cis_intra
POU6F1	0.42	cis
PP2D1	1.121	cis
PPA1	1.005	cis_intra
PPA2	1.275	cis_intra
PPAN	1.163	cis
PPARA	0.632	trans-intra
PPARD	0.19	cis_inter_intra
PPARG	0.635	cis_intra
PPARGC1B	0.371	cis_inter_intra
PPAT	0.296	trans-inter
PPCDC	1.376	cis_intra
PPDPF	1.937	cis
PPEF1	0.293	cis_inter_intra
PPFIA1	0.067	cis_inter_intra
PPFIA4	0.637	cis_intra
PPFIBP1	0.751	inter_intra
PPFIBP2	1.217	cis_intra
PPHLN1	0.836	cis_intra
PPIA	0.714	cis
PPIE	0.445	cis_intra
PPIF	1.352	cis
PPIG	0.32	cis
PPIH	1.189	cis_intra
PPIL1	0.812	cis
PPIL2	0.548	cis
PPIL3	0.398	cis
PPIL4	0.887	cis_intra
PPIP5K2	0.82	cis_intra
PPL	1.028	cis_inter_intra
PPM1A	0.16	trans-intra
PPM1D	1.096	inter_intra
PPM1F	0.747	cis_inter
PPM1H	0.402	cis_intra
PPM1K	1.062	cis
PPM1L	0.535	cis_inter_intra
PPM1N	1.429	cis
PPME1	0.193	trans-inter
PPOX	0.573	cis
PPP1CA	0.274	trans-intra
PPP1CC	0.336	cis_inter
PPP1R10	0.154	cis_intra
PPP1R11	1.026	cis_intra
PPP1R12A	0.13	trans-intra
PPP1R12B	0.47	trans-intra
PPP1R12C	0.431	cis
PPP1R13B	0.269	cis_inter_intra
PPP1R13L	0.489	cis
PPP1R14A	1.143	cis
PPP1R14C	1.345	cis_intra
PPP1R15B	0.507	trans-inter
PPP1R16A	0.647	cis
PPP1R16B	0.169	inter_intra
PPP1R17	1.56	cis_intra
PPP1R18	0.669	cis
PPP1R1B	0.661	cis
PPP1R2	0.746	cis
PPP1R21	0.686	cis_intra
PPP1R26	NA	cis
PPP1R27	1.801	cis
PPP1R37	0.26	cis_intra
PPP1R3B	0.991	cis
PPP1R3G	1.614	cis
PPP1R7	0.238	cis
PPP1R9B	0.168	trans-intra
PPP2CA	0.263	cis
PPP2CB	0.524	cis_intra
PPP2R1A	0.303	cis_intra
PPP2R1B	1.063	cis_intra
PPP2R2A	0.257	cis
PPP2R2B	0.293	cis_inter_intra
PPP2R2D	0.375	cis
PPP2R3A	0.361	cis_intra
PPP2R3B	0.892	cis
PPP2R3C	0.96	cis
PPP2R5A	0.381	cis_intra
PPP2R5C	0.319	cis_inter_intra
PPP2R5D	0.175	cis
PPP2R5E	0.103	cis_inter_intra
PPP3CA	0.158	cis_inter_intra
PPP3CC	0.443	cis_intra
PPP3R1	0.664	cis_intra
PPP4C	0.489	cis
PPP4R1	0.243	cis_inter_intra
PPP4R2	0.16	trans-intra
PPP5C	0.209	cis
PPP5D1	1.121	cis_inter_intra
PPP6C	0.397	cis
PPP6R1	0.304	cis_intra
PPP6R2	0.411	cis_inter_intra
PPP6R3	0.284	cis_inter_intra
PPT1	0.885	cis_intra
PPT2	0.73	cis
PPTC7	0.359	cis_intra
PPWD1	0.65	cis
PQBP1	0.499	cis
PQLC1	0.913	cis
PQLC2	1.004	cis
PQLC3	1.816	trans-intra
PRADC1	1.533	cis
PRAM1	0.708	cis
PRAME	1.246	cis
PRC1	0.621	cis
PRCD	1.583	cis
PRCP	1.152	cis_intra
PRDM1	0.333	cis
PRDM10	0.366	inter_intra
PRDM11	0.315	cis_intra
PRDM15	0.455	cis
PRDM2	0.222	cis_inter_intra
PRDM4	0.607	cis_inter_intra
PRDM5	0.839	cis_intra
PRDX1	1.905	cis
PRDX2	0.902	cis
PRDX3	0.877	cis
PRDX4	0.942	cis_intra
PRDX5	1.282	cis
PRDX6	1.595	cis_intra
PRELID1	0.666	cis
PRELID2	1.497	inter_intra
PRELP	1.281	cis
PREP	0.434	cis_intra
PREX1	0.091	cis_intra
PRF1	1.189	cis
PRG4	0.743	trans-intra
PRH1	1.361	cis_intra
PRICKLE1	0.129	cis
PRICKLE2	0.277	cis_inter_intra
PRICKLE3	0.478	cis
PRIM2	1.034	trans-intra
PRIMPOL	1.328	cis
PRKAA1	0.478	trans-intra
PRKAB1	0.843	cis
PRKAB2	0.485	cis
PRKACA	0.318	cis
PRKACB	0.479	trans-intra
PRKAG1	0.801	cis
PRKAG2	0.256	cis_inter_intra
PRKAR1A	0.119	cis_intra
PRKAR1B	0.538	cis_inter_intra
PRKAR2A	0.523	inter_intra
PRKAR2B	0.22	cis
PRKCA	0.395	cis_inter_intra
PRKCB	0.081	cis_inter_intra
PRKCD	0.171	cis_intra
PRKCDBP	1.807	cis
PRKCE	0.2	cis_inter_intra
PRKCG	0.203	cis_intra
PRKCH	0.388	cis_inter_intra
PRKCI	0.439	cis_intra
PRKCQ	0.391	cis_inter_intra
PRKCSH	0.762	cis
PRKCZ	0.4	cis_inter_intra
PRKD2	0.189	cis_intra
PRKD3	0.461	trans-inter
PRKDC	0.052	inter_intra
PRKRA	0.558	trans-intra
PRKRIP1	1.761	cis_intra
PRKX	0.895	cis_intra
PRMT1	0.148	cis_intra
PRMT2	0.653	cis_inter
PRMT3	1.486	inter_intra
PRMT5	0.124	cis
PRMT6	0.919	cis
PRMT7	0.987	cis_intra
PRNP	1.299	cis
PROB1	0.71	cis
PROC	0.864	cis
PROCA1	1.459	cis_intra
PROCR	1.05	trans-inter
PROK2	1.645	cis
PROS1	0.572	cis_intra
PROSC	0.696	cis
PROSER1	0.389	cis
PROSER2	1.785	cis
PROX2	1.724	cis
PROZ	1.73	cis
PRPF18	0.814	cis_intra
PRPF19	0.106	cis
PRPF31	0.302	cis
PRPF38A	0.408	cis
PRPF38B	0.379	cis
PRPF4	0.227	cis_intra
PRPF40B	0.246	trans-intra
PRPF4B	0.17	cis_intra
PRPF6	0.441	cis_inter
PRPF8	0.178	cis_inter
PRPH2	0.665	cis
PRPS2	0.343	cis
PRPSAP1	1.287	cis_intra
PRPSAP2	0.772	cis
PRR11	0.953	cis
PRR12	0.051	cis
PRR13	1.652	cis
PRR14L	0.277	cis
PRR16	0.931	cis_inter_intra
PRR22	1.633	cis_intra
PRR3	1.099	cis
PRR4	1.723	cis_intra
PRR5	0.635	cis_intra
PRR5L	0.637	cis_inter_intra
PRRC1	1.477	cis_intra
PRRC2A	0.186	cis_intra
PRRC2B	0.188	cis_inter_intra
PRRC2C	0.121	cis_intra
PRRG1	1.123	cis
PRRG4	0.83	cis
PRRT3	0.765	cis
PRRX1	0.659	trans-intra
PRSS16	0.814	cis_intra
PRSS21	1.319	cis
PRSS22	0.94	cis
PRSS23	1.003	trans-intra
PRSS53	1.363	cis
PRSS57	1.708	cis
PRTFDC1	1.685	inter_intra
PRTN3	1.647	cis
PRUNE2	0.717	cis_inter_intra
PRX	0.984	cis_intra
PSAP	0.285	cis
PSD	0.337	trans-inter
PSD3	0.445	cis_inter_intra
PSD4	0.37	cis_inter
PSEN1	0.318	cis_intra
PSEN2	0.744	cis
PSENEN	0.439	cis_intra
PSIP1	0.266	cis
PSKH1	0.646	trans-intra
PSMA1	0.284	cis_intra
PSMA2	0.284	cis
PSMA3	0.278	trans-intra
PSMA4	0.489	cis_intra
PSMA5	0.198	cis_intra
PSMA6	0.231	cis
PSMB1	0.276	cis_intra
PSMB2	0.386	cis_intra
PSMB3	0.304	cis
PSMB4	0.793	cis
PSMB5	0.3	cis
PSMB6	0.834	cis
PSMB8	0.781	cis
PSMB9	0.955	cis_intra
PSMC1	0.138	cis
PSMC2	0.119	trans-intra
PSMC3	0.338	cis
PSMC6	0.246	cis_intra
PSMD1	0.118	trans-intra
PSMD10	0.781	cis
PSMD11	0.159	cis_intra
PSMD12	0.162	trans-intra
PSMD13	0.194	cis
PSMD14	0.298	trans-intra
PSMD2	0.102	cis
PSMD3	0.102	cis
PSMD4	0.172	cis
PSMD5	1.037	cis
PSMD8	0.632	cis_intra
PSMD9	1.446	cis
PSME1	0.646	cis
PSME4	0.177	cis
PSMF1	1.499	cis
PSMG1	0.924	cis
PSMG2	1.443	trans-inter
PSMG3	1.535	cis
PSMG4	1.806	cis_intra
PSPC1	0.277	cis_inter_intra
PSPH	1.188	cis_inter
PSPN	1.749	cis
PSRC1	1.295	cis
PSTK	0.974	cis_intra
PSTPIP1	0.761	cis_intra
PSTPIP2	0.567	cis_intra
PTAFR	0.848	cis
PTAR1	0.393	cis_inter
PTBP1	0.176	cis
PTBP2	0.222	cis_intra
PTBP3	0.369	cis_inter
PTCD2	1.315	cis
PTCD3	1.081	cis
PTCH1	0.075	cis_inter_intra
PTCH2	0.85	cis
PTDSS1	0.448	inter_intra
PTDSS2	0.713	cis
PTEN	0.507	inter_intra
PTER	1.819	cis_intra
PTGDR	1.502	cis
PTGDS	0.848	cis
PTGER2	0.982	cis
PTGER4	0.3	cis_intra
PTGES	0.727	cis_inter_intra
PTGES3	0.233	cis
PTGES3L	1.072	cis
PTGFR	0.754	cis_intra
PTGFRN	0.538	cis_intra
PTGIR	1.612	cis
PTGIS	1.099	cis_intra
PTGR1	1.301	cis_intra
PTGR2	1.077	cis
PTGS1	0.783	cis
PTH2R	1.392	cis_inter_intra
PTK2	0.243	inter_intra
PTK2B	0.313	cis_inter_intra
PTK6	1.342	cis
PTK7	0.275	cis_intra
PTMS	0.93	cis
PTN	0.982	trans-intra
PTOV1	0.412	cis
PTP4A1	0.792	trans-intra
PTP4A2	0.284	cis
PTP4A3	1.119	cis_intra
PTPDC1	0.618	cis_inter
PTPN1	0.382	cis_inter_intra
PTPN11	0.135	cis_intra
PTPN12	0.186	cis_inter_intra
PTPN13	0.642	cis_inter_intra
PTPN18	0.984	cis_intra
PTPN2	0.179	trans-inter
PTPN22	1.089	cis
PTPN23	0.372	trans-inter
PTPN4	0.279	cis_inter_intra
PTPN6	0.132	cis
PTPN7	1.094	cis
PTPN9	0.462	cis_inter_intra
PTPRA	0.192	cis_inter_intra
PTPRB	0.314	trans-intra
PTPRC	0.207	trans-intra
PTPRE	0.474	cis_inter_intra
PTPRF	0.187	cis_inter_intra
PTPRH	1.182	cis_intra
PTPRJ	0.634	cis_inter_intra
PTPRK	0.309	cis_inter_intra
PTPRM	0.233	cis_inter_intra
PTPRN	0.584	cis
PTPRN2	0.568	cis_inter_intra
PTPRO	0.474	cis_inter_intra
PTPRS	0.254	cis_inter_intra
PTPRU	0.338	trans-intra
PTS	1.685	cis
PTTG1IP	1.081	cis
PTX3	1.202	cis
PUM1	0.129	cis_inter_intra
PUM2	0.284	inter_intra
PURB	0.643	cis
PUS10	1.04	cis_inter_intra
PUS3	1.115	cis_intra
PUS7	0.827	cis_intra
PUS7L	0.843	cis_intra
PUSL1	1.977	cis
PVALB	1.361	cis
PVR	1.301	cis_intra
PWP1	1.01	cis_inter
PWWP2A	0.297	cis_intra
PWWP2B	0.495	cis
PXDC1	1.119	cis
PXDN	0.523	inter_intra
PXK	0.479	cis_intra
PXMP2	1.271	cis
PXN	0.506	inter_intra
PXT1	1.944	cis_intra
PYCR2	1.342	cis
PYGB	0.891	cis_intra
PYGL	0.965	cis
PYGO2	0.283	cis
PYHIN1	1.244	cis
PYROXD1	0.966	cis_inter
PYROXD2	1.166	cis
PZP	0.975	cis_intra
QDPR	1.056	cis_intra
QKI	0.437	cis_inter_intra
QPRT	1.097	cis
QRFP	NA	cis
QRICH1	0.275	cis_intra
QRICH2	0.933	cis_intra
QRSL1	0.893	cis_intra
QSER1	0.208	cis_intra
QSOX1	0.624	cis_intra
QSOX2	0.838	cis_inter_intra
QTRT1	1.082	cis
R3HCC1L	0.997	cis_inter_intra
R3HDM1	0.328	trans-intra
R3HDM2	0.176	cis_inter_intra
R3HDM4	1.075	cis
RAB10	0.271	trans-intra
RAB11A	0.209	cis_inter
RAB11B	0.643	cis
RAB11FIP1	0.867	trans-intra
RAB11FIP2	0.351	trans-intra
RAB11FIP3	0.245	cis_intra
RAB11FIP4	0.285	cis_inter_intra
RAB11FIP5	0.744	cis_intra
RAB15	0.824	cis_intra
RAB17	0.947	cis
RAB18	0.39	trans-intra
RAB19	1.873	cis
RAB1A	0.471	cis
RAB1B	0.416	cis
RAB20	1.596	cis_inter
RAB22A	0.682	cis_intra
RAB23	0.833	cis
RAB24	0.629	cis
RAB27A	1.653	cis_inter_intra
RAB27B	0.857	inter_intra
RAB28	0.761	cis_inter_intra
RAB2A	0.22	cis_intra
RAB2B	0.952	cis
RAB30	0.378	cis_intra
RAB31	1.123	cis_inter_intra
RAB32	1.291	cis
RAB34	1	cis
RAB35	0.254	cis
RAB36	1.249	cis
RAB37	1.381	inter_intra
RAB38	1.356	cis_intra
RAB39B	0.52	cis
RAB3D	1.544	cis_intra
RAB3GAP1	0.535	inter_intra
RAB3GAP2	0.291	cis_intra
RAB3IL1	0.781	cis
RAB3IP	0.887	cis_intra
RAB40B	1.341	cis_intra
RAB40C	0.838	cis
RAB43	0.708	cis_intra
RAB44	1.032	cis
RAB4A	0.589	cis
RAB4B	0.513	cis
RAB5A	0.536	cis_intra
RAB5B	0.752	cis_intra
RAB5C	0.36	cis_intra
RAB6A	0.34	cis_intra
RAB6B	0.33	cis_intra
RAB8A	0.262	cis
RAB8B	0.997	inter_intra
RABAC1	1.066	cis
RABEP1	0.266	cis_inter_intra
RABEPK	1.392	cis
RABGAP1	0.078	cis_inter_intra
RABGAP1L	0.509	cis_inter_intra
RABGEF1	0.654	trans-intra
RABGGTA	0.816	cis
RABL2A	1.618	cis
RABL2B	1.501	cis
RABL3	0.972	trans-intra
RAC1	0.467	cis_intra
RAC2	0.284	cis
RAC3	1.266	trans-intra
RAD1	1.095	trans-intra
RAD17	0.445	trans-intra
RAD18	0.991	cis_intra
RAD21	0.256	cis
RAD23B	0.227	cis_intra
RAD51	0.644	trans-inter
RAD51AP1	0.739	trans-intra
RAD51B	1.634	inter_intra
RAD51C	1.491	cis
RAD51D	1.218	cis_inter
RAD52	1.109	cis_inter
RAD54L	0.97	trans-intra
RAD54L2	0.076	inter_intra
RAD9A	1.052	cis_inter_intra
RAD9B	1.368	cis
RADIL	1.212	trans-intra
RAE1	0.194	cis_intra
RAF1	0.354	cis_intra
RAI1	0.116	cis_inter_intra
RAI14	0.292	trans-intra
RAI2	0.656	trans-intra
RALA	0.269	cis_inter_intra
RALB	1.018	cis_intra
RALBP1	0.449	cis
RALGAPA1	0.232	cis_inter_intra
RALGAPA2	0.587	cis_inter_intra
RALGAPB	0.106	inter_intra
RALGDS	0.341	cis_inter_intra
RALGPS1	0.127	cis_inter_intra
RALGPS2	0.408	cis_intra
RALY	0.64	cis_inter_intra
RAMP1	1.122	cis
RAMP3	1.574	cis
RANBP1	0.471	trans-intra
RANBP2	0.142	cis_intra
RANBP3	0.141	cis_intra
RANBP6	0.597	cis
RANBP9	0.13	cis_intra
RANGAP1	0.533	cis_intra
RAP1A	0.537	cis_inter_intra
RAP1B	0.39	cis
RAP1GAP	0.349	cis
RAP1GAP2	0.316	inter_intra
RAP1GDS1	0.343	cis_intra
RAP2A	0.479	cis
RAP2C	1.186	cis
RAPGEF1	0.222	cis_inter_intra
RAPGEF2	0.197	cis_inter_intra
RAPGEF3	0.951	cis
RAPGEF4	0.288	trans-intra
RAPGEF5	0.305	trans-intra
RAPGEF6	0.279	cis_intra
RAPGEFL1	0.461	cis
RAPH1	0.223	trans-intra
RARA	0.33	cis_inter
RARB	0.12	cis_inter_intra
RARG	0.237	cis
RARRES1	1.611	cis_intra
RARS2	0.923	cis_intra
RASA1	0.129	trans-intra
RASA2	1.196	trans-intra
RASA3	0.71	cis_inter_intra
RASAL1	0.953	cis
RASAL3	0.781	cis
RASGEF1A	0.316	inter_intra
RASGEF1B	0.349	cis_inter_intra
RASGRF2	0.36	inter_intra
RASGRP1	0.318	cis_inter_intra
RASGRP2	0.447	trans-inter
RASGRP3	0.512	trans-intra
RASGRP4	0.459	cis_intra
RASIP1	0.247	cis_intra
RASL10A	0.961	cis
RASL10B	1.127	trans-intra
RASL11A	1.647	cis_intra
RASL12	1.214	inter_intra
RASSF1	1.206	cis
RASSF2	1.008	cis_intra
RASSF3	1.483	cis_intra
RASSF4	1.549	cis_inter
RASSF5	0.685	inter_intra
RASSF7	1.575	cis
RAVER1	0.36	cis
RAVER2	0.814	cis_intra
RB1	0.126	cis_inter
RB1CC1	0.138	cis_inter_intra
RBAK	0.918	cis
RBBP4	0.253	cis
RBBP5	0.189	cis_intra
RBBP6	0.08	cis_intra
RBBP8	0.749	cis_inter_intra
RBBP9	0.81	cis
RBCK1	0.453	cis
RBFA	1.143	cis
RBFOX2	0.194	cis_inter_intra
RBFOX3	0.166	cis_inter_intra
RBKS	1.529	trans-inter
RBL1	1.913	cis_inter
RBL1	0.711	cis_inter
RBL2	0.268	cis_inter_intra
RBM11	1.173	cis
RBM12	0.822	trans-inter
RBM14	0.204	inter_intra
RBM15	0.276	cis
RBM15B	0.253	cis
RBM17	0.122	cis
RBM18	1.103	cis
